procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 1  0      0 13599224   2272 1492076    0    0 400547 215971 208773 69018  9 13 78  0  0 2018-10-26 16:28:32
 3  0      0 13599224   2272 1492080    0    0 399247 215162 207999 70037  9 13 78  0  0 2018-10-26 16:28:42
 0  0      0 13599224   2272 1492096    0    0 398040 214292 207177 70183  9 13 78  0  0 2018-10-26 16:28:52
 2  0      0 13598976   2272 1492012    0    0 398116 214670 207539 68206  9 13 78  0  0 2018-10-26 16:29:02
 2  0      0 13599144   2272 1492012    0    0 396196 213504 206356 71711  9 13 78  0  0 2018-10-26 16:29:12
 2  0      0 13599144   2272 1492044    0    0 396088 213157 206122 70891  9 13 78  0  0 2018-10-26 16:29:22
 2  0      0 13599144   2272 1492044    0    0 394300 212714 205506 70599  9 13 78  0  0 2018-10-26 16:29:32
 2  0      0 13599144   2272 1492048    0    0 395942 213065 206173 70051  9 13 78  0  0 2018-10-26 16:29:42
 1  0      0 13599116   2272 1492060    0    0 397169 213135 206455 68018  9 13 78  0  0 2018-10-26 16:29:52
 1  0      0 13599528   2272 1492048    0    0 396320 213543 206440 68000  9 13 78  0  0 2018-10-26 16:30:02
 2  0      0 13599284   2272 1492108    0    0 395936 213893 206510 67731  9 13 78  0  0 2018-10-26 16:30:12
 2  0      0 13599292   2272 1492092    0    0 395773 212893 206017 71567  9 13 78  0  0 2018-10-26 16:30:22
 2  0      0 13599292   2272 1492096    0    0 394022 212036 205105 72048  9 13 78  0  0 2018-10-26 16:30:32
 1  0      0 13599292   2272 1492096    0    0 391162 211287 203971 71800  9 13 78  0  0 2018-10-26 16:30:42
 1  0      0 13599240   2272 1492152    0    0 393217 211791 204758 68183  9 13 78  0  0 2018-10-26 16:30:52
 2  0      0 13598792   2272 1492284    0    0 391429 210253 203581 68897  9 13 78  0  0 2018-10-26 16:31:02
 2  0      0 13598972   2272 1492244    0    0 393388 210998 204378 64736  9 13 78  0  0 2018-10-26 16:31:12
 2  0      0 13598960   2272 1492260    0    0 391874 210669 203840 65905  9 13 78  0  0 2018-10-26 16:31:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 2  0      0 13598960   2272 1492260    0    0 390100 210292 203094 68891  9 13 78  0  0 2018-10-26 16:31:32
 1  0      0 13598960   2272 1492260    0    0 389861 209650 202805 69069  9 13 78  0  0 2018-10-26 16:31:42
 1  0      0 13598960   2272 1492272    0    0 388560 209062 202525 71520  9 13 78  0  0 2018-10-26 16:31:52
 2  0      0 13598764   2272 1492228    0    0 388695 209310 202309 71847  9 13 78  0  0 2018-10-26 16:32:02
 1  0      0 13598896   2272 1492236    0    0 387447 209034 201957 70797  9 13 78  0  0 2018-10-26 16:32:12
 1  0      0 13598868   2272 1492272    0    0 388502 209105 202162 69705  9 13 78  0  0 2018-10-26 16:32:22
 0  0      0 13598868   2272 1492272    0    0 387750 208641 201695 68679  9 13 78  0  0 2018-10-26 16:32:32
 0  0      0 13598868   2272 1492272    0    0 387968 209250 202073 66254  9 13 78  0  0 2018-10-26 16:32:42
 2  0      0 13598868   2272 1492292    0    0 386962 208467 201496 67881  9 13 78  0  0 2018-10-26 16:32:52
 1  0      0 13598136   2272 1492456    0    0 385147 207844 200851 70516  9 13 78  0  0 2018-10-26 16:33:02
 2  0      0 13598688   2272 1492368    0    0 384444 206920 200156 70430  9 13 78  0  0 2018-10-26 16:33:12
 2  0      0 13598668   2272 1492388    0    0 383565 206967 200127 71294  9 13 78  0  0 2018-10-26 16:33:22
 2  0      0 13598668   2272 1492388    0    0 383700 206268 199732 71565  9 13 78  0  0 2018-10-26 16:33:32
 3  0      0 13598728   2272 1492360    0    0 383178 206008 199437 72235  9 13 78  0  0 2018-10-26 16:33:42
 0  0      0 13598728   2272 1492376    0    0 385424 207561 200638 69104  9 13 78  0  0 2018-10-26 16:33:52
 1  0      0 13598336   2272 1492604    0    0 383495 206298 199601 70146  9 13 78  0  0 2018-10-26 16:34:02
 0  0      0 13598568   2272 1492616    0    0 382463 206228 199239 69087  9 13 78  0  0 2018-10-26 16:34:12
 2  0      0 13598512   2272 1492640    0    0 383109 206210 199386 69674  9 13 78  0  0 2018-10-26 16:34:22
 2  0      0 13598512   2272 1492644    0    0 380589 205222 198333 73468  9 13 78  0  0 2018-10-26 16:34:32
 2  0      0 13598512   2272 1492648    0    0 379415 204883 197977 71729  9 13 78  0  0 2018-10-26 16:34:42
 2  0      0 13598512   2272 1492664    0    0 376902 202998 196328 70889  8 13 79  0  0 2018-10-26 16:34:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 KST
 2  0      0 13597684   2272 1492576    0    0 379146 203626 197096 70846  9 13 78  0  0 2018-10-26 16:35:02
 3  0      0 13598484   2272 1492548    0    0 378745 204364 197365 70577  9 13 78  0  0 2018-10-26 16:35:12
 3  0      0 13598448   2272 1492612    0    0 380762 205628 198529 66029  9 13 78  0  0 2018-10-26 16:35:22
 2  0      0 13598456   2272 1492604    0    0 381265 205454 198675 69392  9 13 78  0  0 2018-10-26 16:35:32
 2  0      0 13598456   2272 1492608    0    0 379296 203930 197339 71993  8 13 79  0  0 2018-10-26 16:35:42
 2  0      0 13598408   2272 1492636    0    0 379566 204812 197853 71772  9 13 79  0  0 2018-10-26 16:35:52
 1  0      0 13598256   2272 1492688    0    0 374126 201463 194918 70493  8 13 79  0  0 2018-10-26 16:36:02
 2  0      0 13598456   2272 1492652    0    0 377378 203132 196491 69791  9 13 79  0  0 2018-10-26 16:36:12
 2  0      0 13598428   2272 1492680    0    0 376138 201981 195543 72809  9 13 79  0  0 2018-10-26 16:36:22
 2  0      0 13598428   2272 1492684    0    0 378334 202924 196631 69846  9 13 79  0  0 2018-10-26 16:36:32
 1  0      0 13598428   2272 1492684    0    0 376582 202423 195815 71439  8 13 79  0  0 2018-10-26 16:36:42
 1  0      0 13598428   2272 1492700    0    0 376052 202115 195610 71293  8 13 79  0  0 2018-10-26 16:36:52
 3  0      0 13598336   2272 1492580    0    0 374634 201494 194934 72671  8 13 79  0  0 2018-10-26 16:37:02
